artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
PSY,That That (prod. & feat. SUGA of BTS),130,C Major,8B,96,80,71,0,0,94,5,2:56,ok
Sal Priadi,I'd like to watch you sleeping,178,C Major,8B,40,15,5,72,68,64,3,5:09,ok
Kali Uchis,telepatía,84,B Minor,10A,52,65,55,84,11,0,5,2:40,ok
Joji,SLOW DANCING IN THE DARK,89,E♭ Major,5B,48,52,28,87,54,1,3,3:29,ok
Remember of Today,Pergi Hilang Dan Lupakan,130,C Major,8B,70,54,29,64,0,0,3,4:08,ok
JEON SOMI,DUMB DUMB,103,D Major,10B,75,85,39,54,2,0,5,2:27,ok
Billie Eilish,bad guy,135,G Major,9B,43,70,56,82,33,13,38,3:14,ok
Heyek Crew,Suwung,140,A Major,11B,84,90,88,38,41,0,5,3:11,ok
Tulus,Remedi,90,G Major,9B,51,53,35,56,69,0,3,4:08,ok
The Weeknd,Popular,99,C♯ Major,3B,67,85,85,83,5,0,18,3:35,ok
Mike Perry,The Ocean,90,F Major,7B,57,63,19,65,2,0,3,3:03,ok
Axwell /\ Ingrosso,Dreamer,126,B♭ Major,6B,85,63,61,49,2,0,4,4:11,ok
Payung Teduh,Di Atas Meja,77,F Major,7B,44,58,45,61,83,1,4,5:30,ok
Lady Gaga,I'll Never Love Again - Film Version,111,G Major,9B,34,45,22,70,76,0,3,4:41,ok
Lil Uzi Vert,XO TOUR Llif3,155,B Minor,10A,75,73,40,82,0,0,23,3:03,ok
Pamungkas,Wait a Minute,110,B Major,1B,65,48,31,42,55,1,4,4:53,ok
EVERGLOW,DUN DUN,103,B Minor,10A,88,69,43,63,5,0,5,3:12,ok
TOMORROW X TOGETHER,Anti-Romantic,143,C Minor,5A,49,64,21,61,5,0,11,3:35,ok
Niall Horan,Slow Hands,86,C Major,8B,43,74,85,71,1,0,5,3:08,ok
Steve Lacy,Bad Habit,169,C♯ Major,3B,49,69,70,84,61,0,4,3:52,ok
Twenty One Pilots,Ride,75,F♯ Major,2B,71,65,57,86,1,0,4,3:35,ok
Post Malone,Congratulations,123,F♯ Major,2B,80,63,49,81,22,0,4,3:40,ok
Noah,Menunggumu,77,E Minor,9A,66,40,32,69,9,0,3,3:45,ok
BLACKPINK,You Never Know,144,F Major,7B,44,48,32,59,24,0,5,3:51,ok
NCT 127,Favorite (Vampire),150,F Minor,4A,76,56,18,56,0,0,5,3:36,ok
Rizky Febian,Hargai Cinta,90,G Minor,6A,48,64,43,36,30,0,3,3:27,ok
Ed Sheeran,Galway Girl,100,A Major,11B,88,62,78,79,7,0,10,2:51,ok
Siti Badriah,Lagi Syantik,102,E Major,12B,53,91,59,59,7,0,4,3:49,ok
Taylor Swift,willow,81,G Major,9B,57,39,53,73,83,0,17,3:35,ok
HONNE,no song without you,105,C Major,8B,47,79,81,58,49,25,3,2:40,ok
Hailee Steinfeld,Capital Letters,100,C Major,8B,81,67,46,72,3,0,7,3:39,ok
Hindia,Besok Mungkin Kita Sampai,95,G Major,9B,71,66,49,64,18,0,3,4:01,ok
TAEYEON,Fine,173,G Major,9B,56,36,31,64,36,0,6,3:29,ok
One Direction,Walking in the Wind,115,A♭ Major,4B,45,69,50,64,8,0,5,3:23,ok
Lil Dicky,Earth,96,D Major,10B,66,69,68,58,64,0,5,4:42,ok
Lana Del Rey,Doin' Time,145,G Minor,6A,56,64,52,79,40,0,4,3:22,ok
Anneth,Tetap Untukmu,133,G Major,9B,30,52,31,39,80,0,4,4:19,ok
DaBaby,ROCKSTAR,90,B Major,1B,69,75,50,75,25,0,16,3:02,ok
Ariana Grande,God is a woman,145,C♯ Major,3B,66,60,27,79,2,0,6,3:18,ok
BLACKPINK,Forever Young,110,E Major,12B,95,61,51,69,4,0,9,3:59,ok
dia,MALU MALU,108,C♯ Major,3B,63,96,68,72,6,0,6,3:26,ok
Mighfar Suganda,Gemuruh Riuh,150,C♯ Major,3B,69,44,31,59,6,1,4,4:42,ok
DJ Mamang,Aku Dah Lupa X Garam dan Madu,118,D Minor,7A,64,73,79,41,67,0,3,3:39,ok
Tulus,Cahaya,94,A♭ Major,4B,28,70,51,59,66,0,3,3:16,ok
BLACKPINK,PLAYING WITH FIRE - KR Ver.,97,E Minor,9A,76,71,68,73,4,0,8,3:17,ok
Lukas Graham,7 Years,120,B♭ Major,6B,47,77,34,83,29,0,5,3:57,ok
Steve Aoki,Waste It On Me,96,G Major,9B,68,67,47,61,25,0,6,3:13,ok
88rising,California,142,G Minor,6A,64,74,44,54,63,0,3,3:50,ok
Ghea Indrawari,Rasa Cinta Ini,140,F♯ Major,2B,40,42,32,59,69,0,3,4:01,ok
NewJeans,New Jeans,134,E Minor,9A,72,81,53,78,51,0,5,1:49,ok
Shawn Mendes,Mercy,148,B Minor,10A,66,55,34,81,13,0,8,3:29,ok
Olivia Rodrigo,"jealousy, jealousy",164,A♯ Minor,3A,57,70,70,82,20,0,12,2:53,ok
NCT DREAM,Never Goodbye,92,B Major,1B,57,79,54,56,28,0,4,3:33,ok
Shakira Jasmine,Meant 2 Be,96,C♯ Major,3B,50,64,37,30,26,0,3,2:42,ok
JEON SOMI,What You Waiting For,122,A♭ Major,4B,66,78,80,50,1,0,6,2:55,ok
Camila Cabello,Liar,114,C♯ Major,3B,77,65,61,77,4,0,3,3:25,ok
Coldplay,A Sky Full of Stars,125,F♯ Major,2B,68,55,16,87,1,0,3,4:28,ok
BTS,ON (Feat. Sia),106,A Minor,8A,85,59,39,57,14,0,8,4:07,ok
Tata Janeeta,Sang Penggoda,124,C Major,8B,34,33,22,59,83,0,3,4:32,ok
Lady Gaga,Rain On Me,123,A Major,11B,86,67,65,72,2,0,4,3:02,ok
RM,Wild Flower,155,A♭ Major,4B,77,49,42,82,3,0,9,4:33,ok
Billie Eilish,Therefore I Am,94,D Major,10B,37,88,66,72,23,14,9,2:54,ok
Red Velvet,IRENE & SEULGI - Monster,116,E Minor,9A,75,63,35,59,21,0,5,2:58,ok
Pamungkas,One Only - Acoustic,73,C Major,8B,36,33,35,46,10,0,3,4:15,ok
Atta Music,Hari Bahhagia,75,C♯ Major,3B,53,42,29,59,53,0,3,4:11,ok
Hindia,Ramai Sepi Bersama,105,B Major,1B,72,64,63,73,0,2,3,3:08,ok
Deborah Hanna,Takkan Berpaling DariMu,70,F♯ Minor,11A,49,25,23,56,85,0,4,3:58,ok
Bruno Mars,Finesse - Remix; feat. Cardi B,105,F Minor,4A,86,70,93,78,2,0,10,3:37,ok
Calvin Harris,Slide,104,C♯ Minor,12A,80,74,51,67,50,0,5,3:51,ok
Connie Francis,Pretty Little Baby,121,A♭ Major,4B,40,78,63,74,73,0,4,2:23,ok
Gaho,Running,140,D Major,10B,86,57,64,58,22,0,6,3:30,ok
Taylor Swift,Guilty as Sin?,95,D Major,10B,43,63,49,77,61,0,3,4:14,ok
DJ Mamang,Aku Dah Lupa,206,C♯ Minor,12A,56,72,62,72,37,0,8,3:02,ok
Seventeen,Kemarin,133,F Minor,4A,33,34,15,62,5,0,3,4:02,ok
Lyn Lapid,In My Mind,136,D Minor,7A,39,67,32,65,79,0,6,2:43,ok
Chase Atlantic,HEAVEN AND BACK,194,A♯ Minor,3A,79,31,53,76,9,9,8,4:08,ok
Harry Styles,Late Night Talking,115,B♭ Major,6B,73,71,90,80,30,0,5,2:58,ok
Fifth Harmony,Work from Home,105,A♭ Major,4B,59,80,59,81,10,0,4,3:34,ok
Megan Thee Stallion,Savage Remix,84,A♯ Minor,3A,74,82,64,63,2,0,28,4:02,ok
D.O.,Rose - English Version,74,C Major,8B,40,62,63,53,38,0,6,2:34,ok
BTS,IDOL,126,A Major,11B,86,73,42,76,0,0,12,3:43,ok
Lyodra,Kalau Bosan,136,B Major,1B,43,45,27,55,58,0,3,3:29,ok
Rizky Febian,Kesempurnaan Cinta,144,G Major,9B,60,49,51,64,13,0,3,3:36,ok
Sabyan Gambus,Ya Jamalu,95,D Major,10B,69,80,88,49,46,0,3,3:15,ok
Maman Fvndy,Rindu Aku Rindu Kamu,119,D♯ Minor,2A,78,74,77,67,50,5,5,3:44,ok
Marion Jola,So In Love,90,A Minor,8A,60,69,46,29,34,0,9,3:46,ok
TAEYONG,ZOO,123,A Major,11B,92,82,63,62,13,0,16,2:57,ok
The Chainsmokers,Roses,100,E Major,12B,80,71,34,84,4,0,6,3:47,ok
Danilla,Jika,92,D Minor,7A,47,57,50,55,84,52,3,5:08,ok
Daya,"Sit Still, Look Pretty",91,D Major,10B,73,85,72,72,29,0,11,3:28,ok
Lauv,There's No Way,147,D Major,10B,63,76,37,61,49,0,9,2:55,ok
AVIWKILA,Karna Su Sayang (Acoustic Version),110,C Major,8B,33,54,44,31,80,0,3,3:59,ok
Alessia Cara,Scars To Your Beautiful,194,C Major,8B,74,32,45,71,3,0,27,3:50,ok
Imagine Dragons,Believer,125,A♯ Minor,3A,78,78,67,87,6,0,13,3:24,ok
RAN,Si Lemah,91,D Minor,7A,51,48,33,50,14,0,3,4:14,ok
Panic! At The Disco,High Hopes,82,F Major,7B,90,58,68,83,19,0,6,3:11,ok
TAEYANG,Shoong!,110,B Minor,10A,71,77,25,60,1,0,5,3:25,ok
The Weeknd,Take My Breath,121,A♭ Major,4B,77,70,35,70,1,0,4,5:39,ok
Stephanie Poetri,Do You Love Me,102,C Major,8B,57,69,71,38,69,0,6,2:24,ok
Raisa,Anganku Anganmu,156,C Minor,5A,70,48,25,44,44,0,4,4:31,ok
Steve Aoki,Just Hold On,115,B Major,1B,93,65,37,54,0,0,8,3:19,ok
Kharis Sopan,Jauh Ko Pergi,124,C Major,8B,79,81,71,72,11,95,4,5:05,ok
BLACKPINK,Hard to Love,105,F Major,7B,77,65,46,63,1,0,4,2:43,ok
aespa,Life's Too Short (English Version),72,C Major,8B,80,47,55,52,29,0,27,2:58,ok
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,136,E Major,12B,77,52,88,85,4,0,3,4:05,ok
TREASURE,I LOVE YOU,130,A♭ Major,4B,69,73,42,54,1,0,7,3:02,ok
BAEKHYUN,Candy,150,B Minor,10A,77,65,61,57,24,0,5,3:47,ok
Skylar Grey,Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,75,D Major,10B,22,53,28,55,87,0,3,3:21,ok
Glenn Fredly,Akhir Cerita Cinta,128,C♯ Minor,12A,56,39,27,66,45,0,4,4:00,ok
Denny Caknan,Wirang,130,G Major,9B,70,37,26,48,60,0,4,6:53,ok
Gaho,시작,108,E Major,12B,82,60,57,64,18,0,7,3:22,ok
Jeremy Zucker,all the kids are depressed,104,A Major,11B,44,77,71,65,84,0,10,2:50,ok
DJ Khaled,No Brainer,136,C Major,8B,76,55,64,61,7,0,34,4:20,ok
DripReport,Skechers,100,C♯ Major,3B,33,90,27,64,26,1,9,1:46,ok
TheOvertunes,I Still Love You (Acoustic Version),119,C♯ Major,3B,20,61,19,47,74,0,3,4:44,ok
HAECHAN,Good Person (2022),82,B Major,1B,37,56,39,51,66,0,3,4:40,ok
Yovie & Nuno,Merindu Lagi (Pada Kekasih Orang),128,A Major,11B,69,62,72,67,34,0,3,2:60,ok
JEDAG JEDUG SOUND,Tor Monitor Ketua - JEDAG JEDUG SOUND Mix,133,C Major,8B,96,92,97,64,7,0,6,2:47,ok
Jung Kook,Stay Alive (Prod. SUGA of BTS),130,D Minor,7A,76,51,50,70,30,0,7,3:31,ok
Jung Kook,Still With You,88,C♯ Minor,12A,47,53,34,79,9,0,4,3:60,ok
Peterpan,Menghapus Jejakmu,125,E Minor,9A,62,82,94,66,52,0,3,3:04,ok
Kali Uchis,Moonlight,137,G Minor,6A,72,64,89,75,48,0,5,3:08,ok
NewJeans,Cookie,157,C Major,8B,64,85,66,74,6,0,6,3:56,ok
Isyana Sarasvati,"Sekali Lagi (from ""Critical Eleven"")",133,A Minor,8A,35,36,20,30,75,0,3,4:38,ok
Maroon 5,Cold,100,A Minor,8A,72,69,41,69,14,0,11,3:54,ok
The Script,Rain,93,F♯ Major,2B,59,69,61,58,24,0,11,3:29,ok
Melly Goeslaw,Denting,75,C Minor,5A,22,58,19,57,89,0,4,3:09,ok
Kunto Aji,Sulung,52,B Major,1B,29,42,32,51,84,0,3,1:54,ok
Travis Scott,SICKO MODE,155,A♭ Major,4B,73,83,45,83,1,0,22,5:13,ok
Ada Band,Setengah Hati,137,C Major,8B,57,44,26,64,13,0,3,4:35,ok
LANY,Super Far,96,C♯ Major,3B,46,57,46,75,10,0,18,3:24,ok
Hozier,Take Me To Church,129,E Minor,9A,66,57,44,80,63,0,5,4:02,ok
Charlie Puth,Dangerously,112,D Minor,7A,52,70,23,48,36,0,4,3:19,ok
Diskoria,Serenata Jiwa Lara,115,D Major,10B,63,61,89,51,10,51,3,4:39,ok
EXO,Obsession,130,G Major,9B,73,70,71,62,0,0,6,3:24,ok
ZAYN,Entertainer,154,F Major,7B,57,70,50,62,48,0,4,3:23,ok
Efek Rumah Kaca,Desember,115,C Major,8B,32,59,23,55,37,0,3,4:17,ok
Los Retros,Someone To Spend Time With,90,A Major,11B,46,82,96,69,5,26,3,2:54,ok
BLACKPINK,Crazy Over You,115,E Major,12B,63,80,67,63,4,0,6,2:44,ok
SECRET NUMBER,Who Dis?,105,D Major,10B,89,79,51,41,27,0,6,3:14,ok
Cardi B,I Like It,136,F Minor,4A,73,82,65,84,10,0,13,4:13,ok
Armada,Awas Jatuh Cinta,134,C Major,8B,51,32,24,65,42,0,3,4:21,ok
Avenged Sevenfold,So Far Away,151,E Minor,9A,70,29,26,72,1,0,3,5:27,ok
SZA,I Hate U,107,G Minor,6A,42,53,38,69,51,0,15,2:54,ok
Sabrina Carpenter,Alien,106,A♯ Minor,3A,66,72,57,51,6,0,4,2:55,ok
Imagine Dragons,Enemy,77,B Minor,10A,78,73,56,75,24,0,27,2:53,ok
aespa,UP - KARINA Solo,99,F♯ Minor,11A,78,78,38,73,1,0,4,2:47,ok
Maroon 5,One More Night,93,F Minor,4A,82,72,61,75,4,0,3,3:39,ok
IU,BBIBBI,144,G Major,9B,62,84,82,61,24,0,33,3:14,ok
Rony Parulian,Tak Ada Yang Sepertimu,176,E Major,12B,71,51,84,71,16,0,3,3:11,ok
Billie Eilish,Happier Than Ever - Edit,162,C Major,8B,60,33,13,69,5,0,4,2:31,ok
Calvin Harris,My Way,120,E Minor,9A,91,82,54,75,9,0,4,3:39,ok
XXXTENTACION,SAD!,75,A♭ Major,4B,61,74,47,80,26,0,14,2:47,ok
Queen,Love Of My Life - Remastered 2011,79,F Major,7B,18,33,26,59,94,0,3,3:37,ok
BTS,MIC Drop,170,B Major,1B,85,61,54,72,1,0,18,5:08,ok
Payung Teduh,Resah,136,C♯ Minor,12A,29,42,36,66,90,0,3,4:01,ok
Shine Of Black,Jang Ganggu,80,E♭ Major,5B,52,60,39,54,47,0,18,3:59,ok
Ardhito Pramono,Here We Go Again / Fanboi,120,B♭ Major,6B,44,63,38,51,79,0,5,3:12,ok
BTS,Fly To My Room,115,B Major,1B,53,76,59,68,5,0,21,3:42,ok
ILUX,Mundur Alon Alon,125,D Minor,7A,56,76,53,48,43,4,3,4:12,ok
The Chainsmokers,Somebody,203,A♯ Minor,3A,63,32,32,58,19,0,5,3:42,ok
Rita Ora,Let You Love Me,94,B♭ Major,6B,85,53,46,56,29,0,20,3:10,ok
Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",113,C Minor,5A,54,64,7,76,9,0,3,3:16,ok
Farel Prayoga,Ojo Dibandingke,130,F Major,7B,44,64,58,38,24,0,3,5:29,ok
Luis Fonsi,Despacito (Featuring Daddy Yankee),178,D Major,10B,80,66,84,82,20,0,15,3:49,ok
LE SSERAFIM,Perfect Night,136,F Major,7B,82,70,50,77,10,0,3,2:39,ok
NCT U,From Home,132,C♯ Major,3B,86,62,46,36,52,0,6,4:20,ok
Jessie Murph,Pray,97,A♭ Major,4B,39,59,21,69,73,0,6,2:26,ok
Internet Money,Lemonade,140,C♯ Minor,12A,66,80,46,77,25,0,8,3:15,ok
NCT DREAM,Glitch Mode,167,C Minor,5A,78,63,69,52,2,0,10,3:27,ok
JOY,Hello,186,D Major,10B,89,39,64,56,35,0,5,3:39,ok
Camila Cabello,My Oh My,105,A♭ Major,4B,49,72,38,75,2,0,3,2:51,ok
Loren Allred,Never Enough,87,A♭ Major,4B,39,28,23,77,42,0,3,3:28,ok
James Arthur,Train Wreck,77,F♯ Minor,11A,49,31,23,78,70,0,4,3:29,ok
STAYC,STEREOTYPE,148,F♯ Major,2B,81,61,74,59,31,0,6,3:12,ok
Via Vallen,Sayang,140,E Major,12B,75,77,90,0,68,0,5,5:06,ok
Jin,The Astronaut,125,F Major,7B,76,54,22,69,0,0,3,4:42,ok
Gotye,Somebody That I Used To Know,129,C Major,8B,50,86,72,77,59,0,4,4:05,ok
Shawn Mendes,When You're Gone,147,F Major,7B,69,60,58,67,2,0,4,2:52,ok
Yellow Claw,Both of Us,160,F Major,7B,72,56,34,45,35,1,6,3:18,ok
Maroon 5,Wait,126,A♭ Major,4B,60,66,44,68,9,0,5,3:11,ok
Dewa 19,Roman Picisan,160,D Major,10B,79,54,61,65,1,0,6,4:05,ok
Selena Gomez,Fetish,123,D Major,10B,62,71,27,75,2,0,6,3:06,ok
Lupe Fiasco,Battle Scars,168,F Minor,4A,81,52,49,65,19,0,29,4:10,ok
Rossa,Lupakan Cinta,124,A♭ Major,4B,41,52,24,54,87,0,3,3:48,ok
Selena Gomez,Bad Liar,121,C♯ Major,3B,41,97,73,63,19,0,7,3:35,ok
Kygo,Lose Somebody,148,C♯ Major,3B,59,58,51,59,34,0,4,3:20,ok
GFRIEND,MAGO,120,F♯ Minor,11A,82,62,66,65,1,0,4,3:19,ok
Afgan,Wajahmu Mengalihkan Duniaku,88,A Major,11B,57,67,83,22,76,0,4,3:10,ok
Sarah McLachlan,When She Loved Me,67,F Major,7B,18,39,24,51,98,0,4,3:03,ok
Sheila On 7,Anugerah Terindah Yang Pernah Kumiliki,144,F♯ Major,2B,40,55,35,64,1,5,4,4:28,ok
TREASURE,HELLO,135,D Major,10B,57,65,53,57,3,0,6,3:01,ok
Khalid,Saturday Nights,168,B♭ Major,6B,44,55,34,68,61,0,10,3:30,ok
Taylor Swift,Love Story (Taylor’s Version),119,D Major,10B,79,63,42,77,14,0,3,3:56,ok
BIGBANG,Still Life,118,A♭ Major,4B,58,68,24,60,44,0,3,3:08,ok
DJ Khaled,Wild Thoughts,98,A♭ Major,4B,68,61,62,68,3,0,8,3:25,ok
Raisa,Lagu Untukmu,87,B Minor,10A,37,42,33,48,74,0,3,3:58,ok
NDX A.K.A.,Tewas Tertimbun Masa Lalu (TTM),143,A Minor,8A,87,65,85,68,45,0,3,4:04,ok
NCT DREAM,BOOM,120,F Minor,4A,52,91,70,62,13,0,9,3:15,ok
Taylor Swift,ME!,182,C Major,8B,83,61,73,74,3,0,6,3:13,ok
JISOO,EYES CLOSED,75,B Major,1B,74,56,38,80,20,0,7,3:01,ok
Lady Gaga,The Cure,100,A♭ Major,4B,51,70,52,64,8,0,3,3:31,ok
A-Wall,Loverboy,120,C Major,8B,48,60,50,51,64,4,3,3:45,ok
Octavian,Papi Chulo,128,F♯ Minor,11A,56,87,31,60,19,0,10,2:42,ok
JVKE,this is what falling in love feels like,129,B Major,1B,44,42,33,77,62,0,5,2:00,ok
WENDY,Like Water,84,G Major,9B,63,37,25,50,65,0,4,4:21,ok
Idgitaf,Hal Indah Butuh Waktu Untuk Datang,93,B♭ Major,6B,35,59,32,58,81,0,3,4:31,ok
Afgan,Untukmu Aku Bertahan,136,B♭ Major,6B,38,38,22,68,61,0,3,4:08,ok
Marshmello,Be Kind,94,E Major,12B,63,63,45,72,1,0,5,2:53,ok
Coldplay,Hymn for the Weekend - Seeb Remix,102,C Minor,5A,85,56,43,70,1,0,5,3:33,ok
David Guetta,Like I Do,128,C Minor,5A,90,64,15,60,1,1,4,3:23,ok
Brisia Jodie,Tabu - Original Soundtrack Merindu Cahaya de Amstel,90,F Major,7B,30,51,25,49,90,0,3,4:07,ok
Olivia Rodrigo,enough for you,88,G Major,9B,26,64,27,77,75,0,9,3:23,ok
Martin Jensen,Solo Dance,115,A Major,11B,85,75,40,57,5,0,5,2:55,ok
aelle,One in a Million - Reggae,116,F Minor,4A,57,58,54,41,45,0,35,2:35,ok
BTS,Filter,110,A♯ Minor,3A,76,78,86,69,2,0,6,3:00,ok
Adam Levine,Lost Stars,82,C Major,8B,58,50,40,56,11,0,3,4:28,ok
Bebe Rexha,The Way I Are (Dance with Somebody),186,D Major,10B,66,47,36,55,0,0,12,3:08,ok
BTS,Make It Right,106,G Major,9B,71,64,26,70,1,0,45,3:46,ok
Harry Styles,Sign of the Times,120,F Major,7B,60,52,22,88,3,0,3,5:41,ok
NCT DREAM,Rainbow,133,B♭ Major,6B,71,56,41,52,53,0,5,3:52,ok
DNCE,Cake By The Ocean,119,E Minor,9A,75,77,90,83,15,0,5,3:39,ok
aespa,Girls,172,D♯ Minor,2A,97,57,65,63,12,0,33,4:00,ok
iCannn,DJ Bintang 5,130,A Major,11B,68,80,97,49,2,3,4,4:33,ok
Katy Perry,Never Really Over,100,A♭ Major,4B,88,77,39,65,19,0,6,3:44,ok
ITZY,SNEAKERS,120,G Major,9B,85,94,55,57,2,0,8,2:59,ok
Harry Styles,Adore You,99,A♭ Major,4B,77,68,57,87,2,0,5,3:27,ok
HONNE,Crying Over You ◐,76,C♯ Minor,12A,62,39,42,60,8,0,15,4:03,ok
Isyana Sarasvati,Kau Adalah,172,B♭ Major,6B,65,62,70,47,18,0,9,4:03,ok
Red Velvet,Zimzalabim,128,F Minor,4A,88,68,53,51,0,0,18,3:11,ok
BTS,Mikrokosmos,174,A♭ Major,4B,86,58,48,74,13,0,11,3:44,ok
TWICE,Talk that Talk,120,D♯ Minor,2A,91,77,78,67,14,0,12,2:57,ok
Hailee Steinfeld,Most Girls,103,A Major,11B,57,76,42,65,5,0,8,3:24,ok
Lauv,The Other,180,G Major,9B,55,38,38,59,42,0,7,3:09,ok
Idgitaf,Mengudara,186,E Major,12B,57,51,16,63,76,0,5,3:07,ok
Avenged Sevenfold,Gunslinger,163,D Minor,7A,73,32,37,72,2,0,4,4:12,ok
FRENSHIP,Capsize,93,F Minor,4A,71,68,36,67,4,16,3,3:58,ok
Fresly Nikijuluw,Tamang Pung Kisah,91,A Major,11B,89,72,90,63,12,2,5,3:60,ok
P!nk,What About Us,114,C♯ Major,3B,59,49,19,78,3,0,5,4:30,ok
Jaz,Teman Bahagia (Acoustic Version),182,G Major,9B,33,47,52,30,83,0,3,3:39,ok
Ariana Grande,Into You,108,A Major,11B,73,62,37,77,2,0,11,4:04,ok
R. City,Locked Away,118,C♯ Major,3B,67,51,55,83,30,0,7,3:47,ok
Galantis,No Money,126,F♯ Minor,11A,92,67,80,69,3,1,4,3:09,ok
tripleS,깨어 (Are You Alive),202,B Minor,10A,69,47,65,62,5,0,6,3:07,ok
LeeHi,NO ONE,92,B Minor,10A,61,75,54,51,23,0,4,3:15,ok
Lizzo,About Damn Time,109,A♯ Minor,3A,75,84,71,53,10,0,6,3:12,ok
TOMORROW X TOGETHER,CROWN,111,F Major,7B,80,62,58,62,5,0,4,3:51,ok
rumahsakit,Panasea,142,C Major,8B,68,43,48,64,3,15,3,4:31,ok
Taylor Swift,Delicate,95,A Minor,8A,40,75,5,81,22,0,7,3:52,ok
DNCE,Toothbrush,105,G Major,9B,79,56,83,68,12,0,13,3:52,ok
Stray Kids,MANIAC,120,C♯ Major,3B,80,58,71,77,15,0,41,3:03,ok
MeloMance,"Love, Maybe",172,A♭ Major,4B,73,40,63,66,51,0,7,3:05,ok
YB,Hello Goodbye,90,C♯ Minor,12A,41,75,62,43,67,23,6,2:13,ok
BTS,Telepathy,141,F♯ Major,2B,77,57,74,43,21,0,32,3:23,ok
Raisa,Apalah (Arti Menunggu),112,E Major,12B,31,50,29,66,87,0,3,3:35,ok
Lalahuta,Tunggu Apa Lagi,82,G Major,9B,55,53,67,0,48,0,5,3:28,ok
Mariah Carey,All I Want for Christmas Is You,150,G Major,9B,63,34,35,90,16,0,4,4:02,ok
MOMOLAND,BBoom BBoom,126,D♯ Minor,2A,74,79,83,64,1,1,4,3:29,ok
Yura Yunita,Intuisi,80,A♭ Major,4B,13,49,36,54,94,0,3,4:00,ok
Dewa,Kangen,134,D Major,10B,78,62,84,68,4,0,3,5:01,ok
French Montana,Unforgettable,98,F♯ Major,2B,77,73,73,88,3,1,12,3:54,ok
Mike Posner,Please Don't Go,120,E Minor,9A,88,70,66,67,0,5,3,3:17,ok
NMIXX,DICE,131,G Major,9B,80,56,63,65,8,0,25,2:46,ok
Chord Overstreet,Hold On,120,D Major,10B,44,62,17,78,47,0,5,3:19,ok
Rich Brian,Bali,130,F Minor,4A,64,85,65,43,1,0,5,3:19,ok
SECRET NUMBER,"Love, Maybe",172,B Major,1B,73,52,45,58,52,0,4,3:05,ok
Ariana Grande,pov,132,C Minor,5A,53,49,17,75,36,0,6,3:22,ok
Douglas & Vinicius,Figurinha - Ao Vivo,76,G Major,9B,76,59,57,60,35,0,7,3:26,ok
Doja Cat,You Right,129,A♭ Major,4B,62,83,44,82,2,0,6,3:06,ok
BTS,Euphoria,105,D Major,10B,80,64,57,76,39,0,3,3:49,ok
JAEHYUN,Try Again,86,D Minor,7A,35,44,35,69,81,0,4,2:58,ok
Rosa Linn,SNAP - High and Fast,112,E Major,12B,68,72,87,59,11,1,4,2:16,ok
Rich Brian,Yellow,76,C Major,8B,53,48,6,43,22,0,3,4:52,ok
Hearts2Hearts,RUDE!,128,F♯ Minor,11A,78,78,47,84,17,0,9,3:20,ok
Snakehips,Don't Leave,122,C♯ Major,3B,70,66,34,58,22,0,8,3:35,ok
BTS,Spring Day,107,A♭ Major,4B,85,54,46,76,1,0,4,4:34,ok
Chrisye,Kala Cinta Menggoda,171,F Minor,4A,81,69,68,63,44,0,6,5:21,ok
Daya,New,107,C Major,8B,74,72,32,59,5,0,3,3:51,ok
Chintya Gabriella,Aku Sayang Aku,172,B Major,1B,39,56,45,37,64,0,4,4:04,ok
Kygo,Born To Be Yours,114,E♭ Major,5B,69,69,45,61,30,0,4,3:13,ok
Rossa,Masih,87,D Major,10B,22,39,34,50,94,0,3,3:35,ok
Adera,Dengarkan Hatiku,130,F♯ Major,2B,34,34,11,42,62,0,4,4:10,ok
Billie Eilish,Bored,120,G Major,9B,32,61,11,79,90,0,5,3:01,ok
AJR,Weak,124,F Major,7B,64,67,70,64,12,0,5,3:21,ok
benny blanco,Bad Decisions,120,C Major,8B,86,76,96,66,2,0,10,2:53,ok
BØRNS,Electric Love,120,F♯ Minor,11A,80,61,52,79,1,0,5,3:38,ok
D.O.,I'm Gonna Love You,200,C Minor,5A,45,52,51,62,43,0,21,2:32,ok
BTS,Your eyes tell,140,A Minor,8A,49,45,26,62,28,0,3,4:05,ok
Teddy Adhitya,Just You,80,B Minor,10A,19,36,28,58,95,0,3,3:03,ok
Hindia,Dehidrasi,110,A Major,11B,86,61,62,55,0,0,5,3:57,ok
SALES,Chinese New Year,75,E Minor,9A,85,74,75,65,76,23,25,2:40,ok
Denny Caknan,satru,130,A Major,11B,73,60,44,60,25,0,3,5:11,ok
TOMORROW X TOGETHER,LO$ER=LO♡ER,125,B Minor,10A,87,64,69,68,0,0,4,3:20,ok
Didi Kempot,Pamer Bojo,140,C Major,8B,61,62,81,46,61,0,3,5:02,ok
MAX,Blueberry Eyes,150,C Minor,5A,61,75,41,57,45,0,10,2:52,ok
SEVENTEEN,Darl+ing,96,C Major,8B,69,71,48,59,30,0,7,2:57,ok
